instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
17251586,67389,BANKNIFTY26APR49900PE,BANKNIFTY,0,,49900,0.05,30,PE,NFO-OPT,CEPE
17252354,67392,BANKNIFTY26APR50000CE,BANKNIFTY,0,,50000,0.05,30,CE,NFO-OPT,CEPE
17252610,67393,BANKNIFTY26APR50000PE,BANKNIFTY,0,,50000,0.05,30,PE,NFO-OPT,CEPE
17252866,67394,BANKNIFTY26APR50100CE,BANKNIFTY,0,,50100,0.05,30,CE,NFO-OPT,CEPE
17253122,67395,BANKNIFTY26APR50100PE,BANKNIFTY,0,,50100,0.05,30,PE,NFO-OPT,CEPE
17253890,67398,BANKNIFTY26APR50200CE,BANKNIFTY,0,,50200,0.05,30,CE,NFO-OPT,CEPE
17254146,67399,BANKNIFTY26APR50200PE,BANKNIFTY,0,,50200,0.05,30,PE,NFO-OPT,CEPE
17254402,67400,BANKNIFTY26APR50300CE,BANKNIFTY,0,,50300,0.05,30,CE,NFO-OPT,CEPE
17254658,67401,BANKNIFTY26APR50300PE,BANKNIFTY,0,,50300,0.05,30,PE,NFO-OPT,CEPE
17254914,67402,BANKNIFTY26APR50400CE,BANKNIFTY,0,,50400,0.05,30,CE,NFO-OPT,CEPE
17255170,67403,BANKNIFTY26APR50400PE,BANKNIFTY,0,,50400,0.05,30,PE,NFO-OPT,CEPE
17255426,67404,BANKNIFTY26APR50500CE,BANKNIFTY,0,,50500,0.05,30,CE,NFO-OPT,CEPE
17255682,67405,BANKNIFTY26APR50500PE,BANKNIFTY,0,,50500,0.05,30,PE,NFO-OPT,CEPE
17255938,67406,BANKNIFTY26APR50600CE,BANKNIFTY,0,,50600,0.05,30,CE,NFO-OPT,CEPE
17256194,67407,BANKNIFTY26APR50600PE,BANKNIFTY,0,,50600,0.05,30,PE,NFO-OPT,CEPE
17256450,67408,BANKNIFTY26APR50700CE,BANKNIFTY,0,,50700,0.05,30,CE,NFO-OPT,CEPE
17256706,67409,BANKNIFTY26APR50700PE,BANKNIFTY,0,,50700,0.05,30,PE,NFO-OPT,CEPE
17256962,67410,BANKNIFTY26APR50800CE,BANKNIFTY,0,,50800,0.05,30,CE,NFO-OPT,CEPE
17257218,67411,BANKNIFTY26APR50800PE,BANKNIFTY,0,,50800,0.05,30,PE,NFO-OPT,CEPE
17257474,67412,BANKNIFTY26APR50900CE,BANKNIFTY,0,,50900,0.05,30,CE,NFO-OPT,CEPE
17257730,67413,BANKNIFTY26APR50900PE,BANKNIFTY,0,,50900,0.05,30,PE,NFO-OPT,CEPE
17257986,67414,BANKNIFTY26APR51000CE,BANKNIFTY,0,,51000,0.05,30,CE,NFO-OPT,CEPE
17258242,67415,BANKNIFTY26APR51000PE,BANKNIFTY,0,,51000,0.05,30,PE,NFO-OPT,CEPE
17258498,67416,BANKNIFTY26APR51100CE,BANKNIFTY,0,,51100,0.05,30,CE,NFO-OPT,CEPE
17258754,67417,BANKNIFTY26APR51100PE,BANKNIFTY,0,,51100,0.05,30,PE,NFO-OPT,CEPE
17259010,67418,BANKNIFTY26APR51200CE,BANKNIFTY,0,,51200,0.05,30,CE,NFO-OPT,CEPE
17259266,67419,BANKNIFTY26APR51200PE,BANKNIFTY,0,,51200,0.05,30,PE,NFO-OPT,CEPE
17259522,67420,BANKNIFTY26APR51300CE,BANKNIFTY,0,,51300,0.05,30,CE,NFO-OPT,CEPE
17259778,67421,BANKNIFTY26APR51300PE,BANKNIFTY,0,,51300,0.05,30,PE,NFO-OPT,CEPE
17260034,67422,BANKNIFTY26APR51400CE,BANKNIFTY,0,,51400,0.05,30,CE,NFO-OPT,CEPE
17260290,67423,BANKNIFTY26APR51400PE,BANKNIFTY,0,,51400,0.05,30,PE,NFO-OPT,CEPE
17260546,67424,BANKNIFTY26APR51500CE,BANKNIFTY,0,,51500,0.05,30,CE,NFO-OPT,CEPE
17260802,67425,BANKNIFTY26APR51500PE,BANKNIFTY,0,,51500,0.05,30,PE,NFO-OPT,CEPE
17261058,67426,BANKNIFTY26APR51600CE,BANKNIFTY,0,,51600,0.05,30,CE,NFO-OPT,CEPE
17261314,67427,BANKNIFTY26APR51600PE,BANKNIFTY,0,,51600,0.05,30,PE,NFO-OPT,CEPE
17261570,67428,BANKNIFTY26APR51700CE,BANKNIFTY,0,,51700,0.05,30,CE,NFO-OPT,CEPE
17261826,67429,BANKNIFTY26APR51700PE,BANKNIFTY,0,,51700,0.05,30,PE,NFO-OPT,CEPE
17262082,67430,BANKNIFTY26APR51800CE,BANKNIFTY,0,,51800,0.05,30,CE,NFO-OPT,CEPE
17262338,67431,BANKNIFTY26APR51800PE,BANKNIFTY,0,,51800,0.05,30,PE,NFO-OPT,CEPE
17262594,67432,BANKNIFTY26APR51900CE,BANKNIFTY,0,,51900,0.05,30,CE,NFO-OPT,CEPE
17262850,67433,BANKNIFTY26APR51900PE,BANKNIFTY,0,,51900,0.05,30,PE,NFO-OPT,CEPE
17263106,67434,BANKNIFTY26APR52000CE,BANKNIFTY,0,,52000,0.05,30,CE,NFO-OPT,CEPE
17263362,67435,BANKNIFTY26APR52000PE,BANKNIFTY,0,,52000,0.05,30,PE,NFO-OPT,CEPE
17263618,67436,BANKNIFTY26APR52100CE,BANKNIFTY,0,,52100,0.05,30,CE,NFO-OPT,CEPE
17263874,67437,BANKNIFTY26APR52100PE,BANKNIFTY,0,,52100,0.05,30,PE,NFO-OPT,CEPE
17264386,67439,BANKNIFTY26APR52200PE,BANKNIFTY,0,,52200,0.05,30,PE,NFO-OPT,CEPE
17264130,67438,BANKNIFTY26APR52200CE,BANKNIFTY,0,,52200,0.05,30,CE,NFO-OPT,CEPE
17264642,67440,BANKNIFTY26APR52300CE,BANKNIFTY,0,,52300,0.05,30,CE,NFO-OPT,CEPE
17264898,67441,BANKNIFTY26APR52300PE,BANKNIFTY,0,,52300,0.05,30,PE,NFO-OPT,CEPE
17265154,67442,BANKNIFTY26APR52400CE,BANKNIFTY,0,,52400,0.05,30,CE,NFO-OPT,CEPE
17265410,67443,BANKNIFTY26APR52400PE,BANKNIFTY,0,,52400,0.05,30,PE,NFO-OPT,CEPE
17265666,67444,BANKNIFTY26APR52500CE,BANKNIFTY,0,,52500,0.05,30,CE,NFO-OPT,CEPE
17265922,67445,BANKNIFTY26APR52500PE,BANKNIFTY,0,,52500,0.05,30,PE,NFO-OPT,CEPE
17266178,67446,BANKNIFTY26APR52600CE,BANKNIFTY,0,,52600,0.05,30,CE,NFO-OPT,CEPE
17266434,67447,BANKNIFTY26APR52600PE,BANKNIFTY,0,,52600,0.05,30,PE,NFO-OPT,CEPE
17266690,67448,BANKNIFTY26APR52700CE,BANKNIFTY,0,,52700,0.05,30,CE,NFO-OPT,CEPE
17266946,67449,BANKNIFTY26APR52700PE,BANKNIFTY,0,,52700,0.05,30,PE,NFO-OPT,CEPE
17267202,67450,BANKNIFTY26APR52800CE,BANKNIFTY,0,,52800,0.05,30,CE,NFO-OPT,CEPE
17267458,67451,BANKNIFTY26APR52800PE,BANKNIFTY,0,,52800,0.05,30,PE,NFO-OPT,CEPE
17267714,67452,BANKNIFTY26APR52900CE,BANKNIFTY,0,,52900,0.05,30,CE,NFO-OPT,CEPE
17267970,67453,BANKNIFTY26APR52900PE,BANKNIFTY,0,,52900,0.05,30,PE,NFO-OPT,CEPE
17268226,67454,BANKNIFTY26APR53000CE,BANKNIFTY,0,,53000,0.05,30,CE,NFO-OPT,CEPE
17268482,67455,BANKNIFTY26APR53000PE,BANKNIFTY,0,,53000,0.05,30,PE,NFO-OPT,CEPE
17268738,67456,BANKNIFTY26APR53100CE,BANKNIFTY,0,,53100,0.05,30,CE,NFO-OPT,CEPE
17268994,67457,BANKNIFTY26APR53100PE,BANKNIFTY,0,,53100,0.05,30,PE,NFO-OPT,CEPE
17269250,67458,BANKNIFTY26APR53200CE,BANKNIFTY,0,,53200,0.05,30,CE,NFO-OPT,CEPE
17269506,67459,BANKNIFTY26APR53200PE,BANKNIFTY,0,,53200,0.05,30,PE,NFO-OPT,CEPE
17269762,67460,BANKNIFTY26APR53300CE,BANKNIFTY,0,,53300,0.05,30,CE,NFO-OPT,CEPE
17270018,67461,BANKNIFTY26APR53300PE,BANKNIFTY,0,,53300,0.05,30,PE,NFO-OPT,CEPE
17270274,67462,BANKNIFTY26APR53400CE,BANKNIFTY,0,,53400,0.05,30,CE,NFO-OPT,CEPE
17270530,67463,BANKNIFTY26APR53400PE,BANKNIFTY,0,,53400,0.05,30,PE,NFO-OPT,CEPE
17270786,67464,BANKNIFTY26APR53500CE,BANKNIFTY,0,,53500,0.05,30,CE,NFO-OPT,CEPE
17271042,67465,BANKNIFTY26APR53500PE,BANKNIFTY,0,,53500,0.05,30,PE,NFO-OPT,CEPE
17271298,67466,BANKNIFTY26APR53600CE,BANKNIFTY,0,,53600,0.05,30,CE,NFO-OPT,CEPE
17271554,67467,BANKNIFTY26APR53600PE,BANKNIFTY,0,,53600,0.05,30,PE,NFO-OPT,CEPE
17271810,67468,BANKNIFTY26APR53700CE,BANKNIFTY,0,,53700,0.05,30,CE,NFO-OPT,CEPE
17272066,67469,BANKNIFTY26APR53700PE,BANKNIFTY,0,,53700,0.05,30,PE,NFO-OPT,CEPE
17272322,67470,BANKNIFTY26APR53800CE,BANKNIFTY,0,,53800,0.05,30,CE,NFO-OPT,CEPE
17272578,67471,BANKNIFTY26APR53800PE,BANKNIFTY,0,,53800,0.05,30,PE,NFO-OPT,CEPE
17272834,67472,BANKNIFTY26APR53900CE,BANKNIFTY,0,,53900,0.05,30,CE,NFO-OPT,CEPE
17273090,67473,BANKNIFTY26APR53900PE,BANKNIFTY,0,,53900,0.05,30,PE,NFO-OPT,CEPE
17273346,67474,BANKNIFTY26APR54000CE,BANKNIFTY,0,,54000,0.05,30,CE,NFO-OPT,CEPE
17273602,67475,BANKNIFTY26APR54000PE,BANKNIFTY,0,,54000,0.05,30,PE,NFO-OPT,CEPE
17273858,67476,BANKNIFTY26APR54100CE,BANKNIFTY,0,,54100,0.05,30,CE,NFO-OPT,CEPE
17274114,67477,BANKNIFTY26APR54100PE,BANKNIFTY,0,,54100,0.05,30,PE,NFO-OPT,CEPE
17274370,67478,BANKNIFTY26APR54200CE,BANKNIFTY,0,,54200,0.05,30,CE,NFO-OPT,CEPE
17274626,67479,BANKNIFTY26APR54200PE,BANKNIFTY,0,,54200,0.05,30,PE,NFO-OPT,CEPE
17274882,67480,BANKNIFTY26APR54300CE,BANKNIFTY,0,,54300,0.05,30,CE,NFO-OPT,CEPE
17275138,67481,BANKNIFTY26APR54300PE,BANKNIFTY,0,,54300,0.05,30,PE,NFO-OPT,CEPE
17275906,67484,BANKNIFTY26APR54400CE,BANKNIFTY,0,,54400,0.05,30,CE,NFO-OPT,CEPE
17276162,67485,BANKNIFTY26APR54400PE,BANKNIFTY,0,,54400,0.05,30,PE,NFO-OPT,CEPE
17276418,67486,BANKNIFTY26APR54500CE,BANKNIFTY,0,,54500,0.05,30,CE,NFO-OPT,CEPE
17276674,67487,BANKNIFTY26APR54500PE,BANKNIFTY,0,,54500,0.05,30,PE,NFO-OPT,CEPE
17276930,67488,BANKNIFTY26APR54600CE,BANKNIFTY,0,,54600,0.05,30,CE,NFO-OPT,CEPE
17277186,67489,BANKNIFTY26APR54600PE,BANKNIFTY,0,,54600,0.05,30,PE,NFO-OPT,CEPE
17277442,67490,BANKNIFTY26APR54700CE,BANKNIFTY,0,,54700,0.05,30,CE,NFO-OPT,CEPE
17277698,67491,BANKNIFTY26APR54700PE,BANKNIFTY,0,,54700,0.05,30,PE,NFO-OPT,CEPE
17277954,67492,BANKNIFTY26APR54800CE,BANKNIFTY,0,,54800,0.05,30,CE,NFO-OPT,CEPE
17278210,67493,BANKNIFTY26APR54800PE,BANKNIFTY,0,,54800,0.05,30,PE,NFO-OPT,CEPE
17278466,67494,BANKNIFTY26APR54900CE,BANKNIFTY,0,,54900,0.05,30,CE,NFO-OPT,CEPE
17278722,67495,BANKNIFTY26APR54900PE,BANKNIFTY,0,,54900,0.05,30,PE,NFO-OPT,CEPE
17278978,67496,BANKNIFTY26APR55000CE,BANKNIFTY,0,,55000,0.05,30,CE,NFO-OPT,CEPE
17279234,67497,BANKNIFTY26APR55000PE,BANKNIFTY,0,,55000,0.05,30,PE,NFO-OPT,CEPE
10380290,40548,NIFTY2640720000CE,NIFTY,0,,20000,0.05,65,CE,NFO-OPT,CEPE
10380546,40549,NIFTY2640720000PE,NIFTY,0,,20000,0.05,65,PE,NFO-OPT,CEPE
10380802,40550,NIFTY2640720050CE,NIFTY,0,,20050,0.05,65,CE,NFO-OPT,CEPE
10383618,40561,NIFTY2640720050PE,NIFTY,0,,20050,0.05,65,PE,NFO-OPT,CEPE
10383874,40562,NIFTY2640720100CE,NIFTY,0,,20100,0.05,65,CE,NFO-OPT,CEPE
10384130,40563,NIFTY2640720100PE,NIFTY,0,,20100,0.05,65,PE,NFO-OPT,CEPE
10384386,40564,NIFTY2640720150CE,NIFTY,0,,20150,0.05,65,CE,NFO-OPT,CEPE
10384642,40565,NIFTY2640720150PE,NIFTY,0,,20150,0.05,65,PE,NFO-OPT,CEPE
10384898,40566,NIFTY2640720200CE,NIFTY,0,,20200,0.05,65,CE,NFO-OPT,CEPE
10385154,40567,NIFTY2640720200PE,NIFTY,0,,20200,0.05,65,PE,NFO-OPT,CEPE
10385410,40568,NIFTY2640720250CE,NIFTY,0,,20250,0.05,65,CE,NFO-OPT,CEPE
10385666,40569,NIFTY2640720250PE,NIFTY,0,,20250,0.05,65,PE,NFO-OPT,CEPE
10385922,40570,NIFTY2640720300CE,NIFTY,0,,20300,0.05,65,CE,NFO-OPT,CEPE
10386178,40571,NIFTY2640720300PE,NIFTY,0,,20300,0.05,65,PE,NFO-OPT,CEPE
10386434,40572,NIFTY2640720350CE,NIFTY,0,,20350,0.05,65,CE,NFO-OPT,CEPE
10386946,40574,NIFTY2640720350PE,NIFTY,0,,20350,0.05,65,PE,NFO-OPT,CEPE
10387202,40575,NIFTY2640720400CE,NIFTY,0,,20400,0.05,65,CE,NFO-OPT,CEPE
10390274,40587,NIFTY2640720400PE,NIFTY,0,,20400,0.05,65,PE,NFO-OPT,CEPE
10390530,40588,NIFTY2640720450CE,NIFTY,0,,20450,0.05,65,CE,NFO-OPT,CEPE
10390786,40589,NIFTY2640720450PE,NIFTY,0,,20450,0.05,65,PE,NFO-OPT,CEPE
10391042,40590,NIFTY2640720500CE,NIFTY,0,,20500,0.05,65,CE,NFO-OPT,CEPE
10391298,40591,NIFTY2640720500PE,NIFTY,0,,20500,0.05,65,PE,NFO-OPT,CEPE
10391554,40592,NIFTY2640720550CE,NIFTY,0,,20550,0.05,65,CE,NFO-OPT,CEPE
10391810,40593,NIFTY2640720550PE,NIFTY,0,,20550,0.05,65,PE,NFO-OPT,CEPE
10392066,40594,NIFTY2640720600CE,NIFTY,0,,20600,0.05,65,CE,NFO-OPT,CEPE
10392322,40595,NIFTY2640720600PE,NIFTY,0,,20600,0.05,65,PE,NFO-OPT,CEPE
10392578,40596,NIFTY2640720650CE,NIFTY,0,,20650,0.05,65,CE,NFO-OPT,CEPE
10394370,40603,NIFTY2640720650PE,NIFTY,0,,20650,0.05,65,PE,NFO-OPT,CEPE
10394626,40604,NIFTY2640720700CE,NIFTY,0,,20700,0.05,65,CE,NFO-OPT,CEPE
10397442,40615,NIFTY2640720700PE,NIFTY,0,,20700,0.05,65,PE,NFO-OPT,CEPE
10397698,40616,NIFTY2640720750CE,NIFTY,0,,20750,0.05,65,CE,NFO-OPT,CEPE
10399490,40623,NIFTY2640720750PE,NIFTY,0,,20750,0.05,65,PE,NFO-OPT,CEPE
10399746,40624,NIFTY2640720800CE,NIFTY,0,,20800,0.05,65,CE,NFO-OPT,CEPE
10400002,40625,NIFTY2640720800PE,NIFTY,0,,20800,0.05,65,PE,NFO-OPT,CEPE
10400258,40626,NIFTY2640720850CE,NIFTY,0,,20850,0.05,65,CE,NFO-OPT,CEPE
10401538,40631,NIFTY2640720850PE,NIFTY,0,,20850,0.05,65,PE,NFO-OPT,CEPE
10401794,40632,NIFTY2640720900CE,NIFTY,0,,20900,0.05,65,CE,NFO-OPT,CEPE
10403074,40637,NIFTY2640720900PE,NIFTY,0,,20900,0.05,65,PE,NFO-OPT,CEPE
10403330,40638,NIFTY2640720950CE,NIFTY,0,,20950,0.05,65,CE,NFO-OPT,CEPE
10403586,40639,NIFTY2640720950PE,NIFTY,0,,20950,0.05,65,PE,NFO-OPT,CEPE
10403842,40640,NIFTY2640721000CE,NIFTY,0,,21000,0.05,65,CE,NFO-OPT,CEPE
10404098,40641,NIFTY2640721000PE,NIFTY,0,,21000,0.05,65,PE,NFO-OPT,CEPE
10404354,40642,NIFTY2640721050CE,NIFTY,0,,21050,0.05,65,CE,NFO-OPT,CEPE
10404610,40643,NIFTY2640721050PE,NIFTY,0,,21050,0.05,65,PE,NFO-OPT,CEPE
10404866,40644,NIFTY2640721100CE,NIFTY,0,,21100,0.05,65,CE,NFO-OPT,CEPE
10405634,40647,NIFTY2640721100PE,NIFTY,0,,21100,0.05,65,PE,NFO-OPT,CEPE
10405890,40648,NIFTY2640721150CE,NIFTY,0,,21150,0.05,65,CE,NFO-OPT,CEPE
10406658,40651,NIFTY2640721150PE,NIFTY,0,,21150,0.05,65,PE,NFO-OPT,CEPE
10406914,40652,NIFTY2640721200CE,NIFTY,0,,21200,0.05,65,CE,NFO-OPT,CEPE
10407682,40655,NIFTY2640721200PE,NIFTY,0,,21200,0.05,65,PE,NFO-OPT,CEPE
10407938,40656,NIFTY2640721250CE,NIFTY,0,,21250,0.05,65,CE,NFO-OPT,CEPE
10408706,40659,NIFTY2640721250PE,NIFTY,0,,21250,0.05,65,PE,NFO-OPT,CEPE
10408962,40660,NIFTY2640721300CE,NIFTY,0,,21300,0.05,65,CE,NFO-OPT,CEPE
10409218,40661,NIFTY2640721300PE,NIFTY,0,,21300,0.05,65,PE,NFO-OPT,CEPE
10409474,40662,NIFTY2640721350CE,NIFTY,0,,21350,0.05,65,CE,NFO-OPT,CEPE
10409730,40663,NIFTY2640721350PE,NIFTY,0,,21350,0.05,65,PE,NFO-OPT,CEPE
10409986,40664,NIFTY2640721400CE,NIFTY,0,,21400,0.05,65,CE,NFO-OPT,CEPE
10410754,40667,NIFTY2640721400PE,NIFTY,0,,21400,0.05,65,PE,NFO-OPT,CEPE
10411010,40668,NIFTY2640721450CE,NIFTY,0,,21450,0.05,65,CE,NFO-OPT,CEPE
10413314,40677,NIFTY2640721450PE,NIFTY,0,,21450,0.05,65,PE,NFO-OPT,CEPE
10413570,40678,NIFTY2640721500CE,NIFTY,0,,21500,0.05,65,CE,NFO-OPT,CEPE
10413826,40679,NIFTY2640721500PE,NIFTY,0,,21500,0.05,65,PE,NFO-OPT,CEPE
10414082,40680,NIFTY2640721550CE,NIFTY,0,,21550,0.05,65,CE,NFO-OPT,CEPE
10414338,40681,NIFTY2640721550PE,NIFTY,0,,21550,0.05,65,PE,NFO-OPT,CEPE
10414594,40682,NIFTY2640721600CE,NIFTY,0,,21600,0.05,65,CE,NFO-OPT,CEPE
10414850,40683,NIFTY2640721600PE,NIFTY,0,,21600,0.05,65,PE,NFO-OPT,CEPE
10415106,40684,NIFTY2640721650CE,NIFTY,0,,21650,0.05,65,CE,NFO-OPT,CEPE
10415874,40687,NIFTY2640721650PE,NIFTY,0,,21650,0.05,65,PE,NFO-OPT,CEPE
10416130,40688,NIFTY2640721700CE,NIFTY,0,,21700,0.05,65,CE,NFO-OPT,CEPE
10416386,40689,NIFTY2640721700PE,NIFTY,0,,21700,0.05,65,PE,NFO-OPT,CEPE
10416642,40690,NIFTY2640721750CE,NIFTY,0,,21750,0.05,65,CE,NFO-OPT,CEPE
10416898,40691,NIFTY2640721750PE,NIFTY,0,,21750,0.05,65,PE,NFO-OPT,CEPE
10417154,40692,NIFTY2640721800CE,NIFTY,0,,21800,0.05,65,CE,NFO-OPT,CEPE
10417410,40693,NIFTY2640721800PE,NIFTY,0,,21800,0.05,65,PE,NFO-OPT,CEPE
10417666,40694,NIFTY2640721850CE,NIFTY,0,,21850,0.05,65,CE,NFO-OPT,CEPE
10417922,40695,NIFTY2640721850PE,NIFTY,0,,21850,0.05,65,PE,NFO-OPT,CEPE
10418178,40696,NIFTY2640721900CE,NIFTY,0,,21900,0.05,65,CE,NFO-OPT,CEPE
10418434,40697,NIFTY2640721900PE,NIFTY,0,,21900,0.05,65,PE,NFO-OPT,CEPE
10418690,40698,NIFTY2640721950CE,NIFTY,0,,21950,0.05,65,CE,NFO-OPT,CEPE
10418946,40699,NIFTY2640721950PE,NIFTY,0,,21950,0.05,65,PE,NFO-OPT,CEPE
10419202,40700,NIFTY2640722000CE,NIFTY,0,,22000,0.05,65,CE,NFO-OPT,CEPE
10419458,40701,NIFTY2640722000PE,NIFTY,0,,22000,0.05,65,PE,NFO-OPT,CEPE
10419970,40703,NIFTY2640722050CE,NIFTY,0,,22050,0.05,65,CE,NFO-OPT,CEPE
10420226,40704,NIFTY2640722050PE,NIFTY,0,,22050,0.05,65,PE,NFO-OPT,CEPE
10420482,40705,NIFTY2640722100CE,NIFTY,0,,22100,0.05,65,CE,NFO-OPT,CEPE
10420738,40706,NIFTY2640722100PE,NIFTY,0,,22100,0.05,65,PE,NFO-OPT,CEPE
10420994,40707,NIFTY2640722150CE,NIFTY,0,,22150,0.05,65,CE,NFO-OPT,CEPE
10421250,40708,NIFTY2640722150PE,NIFTY,0,,22150,0.05,65,PE,NFO-OPT,CEPE
10422786,40714,NIFTY2640722200CE,NIFTY,0,,22200,0.05,65,CE,NFO-OPT,CEPE
10423554,40717,NIFTY2640722200PE,NIFTY,0,,22200,0.05,65,PE,NFO-OPT,CEPE
10423810,40718,NIFTY2640722250CE,NIFTY,0,,22250,0.05,65,CE,NFO-OPT,CEPE
10425090,40723,NIFTY2640722250PE,NIFTY,0,,22250,0.05,65,PE,NFO-OPT,CEPE
10425346,40724,NIFTY2640722300CE,NIFTY,0,,22300,0.05,65,CE,NFO-OPT,CEPE
10425602,40725,NIFTY2640722300PE,NIFTY,0,,22300,0.05,65,PE,NFO-OPT,CEPE
10425858,40726,NIFTY2640722350CE,NIFTY,0,,22350,0.05,65,CE,NFO-OPT,CEPE
10426114,40727,NIFTY2640722350PE,NIFTY,0,,22350,0.05,65,PE,NFO-OPT,CEPE
10426370,40728,NIFTY2640722400CE,NIFTY,0,,22400,0.05,65,CE,NFO-OPT,CEPE
10426626,40729,NIFTY2640722400PE,NIFTY,0,,22400,0.05,65,PE,NFO-OPT,CEPE
10426882,40730,NIFTY2640722450CE,NIFTY,0,,22450,0.05,65,CE,NFO-OPT,CEPE
10427138,40731,NIFTY2640722450PE,NIFTY,0,,22450,0.05,65,PE,NFO-OPT,CEPE
10427394,40732,NIFTY2640722500CE,NIFTY,0,,22500,0.05,65,CE,NFO-OPT,CEPE
10428162,40735,NIFTY2640722500PE,NIFTY,0,,22500,0.05,65,PE,NFO-OPT,CEPE
10428418,40736,NIFTY2640722550CE,NIFTY,0,,22550,0.05,65,CE,NFO-OPT,CEPE
10428674,40737,NIFTY2640722550PE,NIFTY,0,,22550,0.05,65,PE,NFO-OPT,CEPE
10428930,40738,NIFTY2640722600CE,NIFTY,0,,22600,0.05,65,CE,NFO-OPT,CEPE
10429186,40739,NIFTY2640722600PE,NIFTY,0,,22600,0.05,65,PE,NFO-OPT,CEPE
10429442,40740,NIFTY2640722650CE,NIFTY,0,,22650,0.05,65,CE,NFO-OPT,CEPE
10429698,40741,NIFTY2640722650PE,NIFTY,0,,22650,0.05,65,PE,NFO-OPT,CEPE
10429954,40742,NIFTY2640722700CE,NIFTY,0,,22700,0.05,65,CE,NFO-OPT,CEPE
10430722,40745,NIFTY2640722700PE,NIFTY,0,,22700,0.05,65,PE,NFO-OPT,CEPE
10431234,40747,NIFTY2640722750CE,NIFTY,0,,22750,0.05,65,CE,NFO-OPT,CEPE
10432258,40751,NIFTY2640722750PE,NIFTY,0,,22750,0.05,65,PE,NFO-OPT,CEPE
10432514,40752,NIFTY2640722800CE,NIFTY,0,,22800,0.05,65,CE,NFO-OPT,CEPE
10432770,40753,NIFTY2640722800PE,NIFTY,0,,22800,0.05,65,PE,NFO-OPT,CEPE
10433026,40754,NIFTY2640722850CE,NIFTY,0,,22850,0.05,65,CE,NFO-OPT,CEPE
10434562,40760,NIFTY2640722850PE,NIFTY,0,,22850,0.05,65,PE,NFO-OPT,CEPE
10434818,40761,NIFTY2640722900CE,NIFTY,0,,22900,0.05,65,CE,NFO-OPT,CEPE
10436866,40769,NIFTY2640722900PE,NIFTY,0,,22900,0.05,65,PE,NFO-OPT,CEPE
10437122,40770,NIFTY2640722950CE,NIFTY,0,,22950,0.05,65,CE,NFO-OPT,CEPE
10437378,40771,NIFTY2640722950PE,NIFTY,0,,22950,0.05,65,PE,NFO-OPT,CEPE
10437634,40772,NIFTY2640723000CE,NIFTY,0,,23000,0.05,65,CE,NFO-OPT,CEPE
10437890,40773,NIFTY2640723000PE,NIFTY,0,,23000,0.05,65,PE,NFO-OPT,CEPE
10438146,40774,NIFTY2640723050CE,NIFTY,0,,23050,0.05,65,CE,NFO-OPT,CEPE
10438402,40775,NIFTY2640723050PE,NIFTY,0,,23050,0.05,65,PE,NFO-OPT,CEPE
10438914,40777,NIFTY2640723100PE,NIFTY,0,,23100,0.05,65,PE,NFO-OPT,CEPE
10438658,40776,NIFTY2640723100CE,NIFTY,0,,23100,0.05,65,CE,NFO-OPT,CEPE
10439170,40778,NIFTY2640723150CE,NIFTY,0,,23150,0.05,65,CE,NFO-OPT,CEPE
10439426,40779,NIFTY2640723150PE,NIFTY,0,,23150,0.05,65,PE,NFO-OPT,CEPE
10439938,40781,NIFTY2640723200CE,NIFTY,0,,23200,0.05,65,CE,NFO-OPT,CEPE
10440194,40782,NIFTY2640723200PE,NIFTY,0,,23200,0.05,65,PE,NFO-OPT,CEPE
10440450,40783,NIFTY2640723250CE,NIFTY,0,,23250,0.05,65,CE,NFO-OPT,CEPE
10440706,40784,NIFTY2640723250PE,NIFTY,0,,23250,0.05,65,PE,NFO-OPT,CEPE
10440962,40785,NIFTY2640723300CE,NIFTY,0,,23300,0.05,65,CE,NFO-OPT,CEPE
10441474,40787,NIFTY2640723300PE,NIFTY,0,,23300,0.05,65,PE,NFO-OPT,CEPE
10441730,40788,NIFTY2640723350CE,NIFTY,0,,23350,0.05,65,CE,NFO-OPT,CEPE
10441986,40789,NIFTY2640723350PE,NIFTY,0,,23350,0.05,65,PE,NFO-OPT,CEPE
10442242,40790,NIFTY2640723400CE,NIFTY,0,,23400,0.05,65,CE,NFO-OPT,CEPE
10442498,40791,NIFTY2640723400PE,NIFTY,0,,23400,0.05,65,PE,NFO-OPT,CEPE
10442754,40792,NIFTY2640723450CE,NIFTY,0,,23450,0.05,65,CE,NFO-OPT,CEPE
10443522,40795,NIFTY2640723450PE,NIFTY,0,,23450,0.05,65,PE,NFO-OPT,CEPE
10443778,40796,NIFTY2640723500CE,NIFTY,0,,23500,0.05,65,CE,NFO-OPT,CEPE
10444034,40797,NIFTY2640723500PE,NIFTY,0,,23500,0.05,65,PE,NFO-OPT,CEPE
10444290,40798,NIFTY2640723550CE,NIFTY,0,,23550,0.05,65,CE,NFO-OPT,CEPE
10444546,40799,NIFTY2640723550PE,NIFTY,0,,23550,0.05,65,PE,NFO-OPT,CEPE
10444802,40800,NIFTY2640723600CE,NIFTY,0,,23600,0.05,65,CE,NFO-OPT,CEPE
10445058,40801,NIFTY2640723600PE,NIFTY,0,,23600,0.05,65,PE,NFO-OPT,CEPE
