instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
10430722,40745,NIFTY2640722700PE,NIFTY,0,07/04/26,22700,0.05,65,PE,NFO-OPT,NFO
10441730,40788,NIFTY2640723350CE,NIFTY,0,07/04/26,23350,0.05,65,CE,NFO-OPT,NFO
10441986,40789,NIFTY2640723350PE,NIFTY,0,07/04/26,23350,0.05,65,PE,NFO-OPT,NFO
10429442,40740,NIFTY2640722650CE,NIFTY,0,07/04/26,22650,0.05,65,CE,NFO-OPT,NFO
10429698,40741,NIFTY2640722650PE,NIFTY,0,07/04/26,22650,0.05,65,PE,NFO-OPT,NFO
10442498,40791,NIFTY2640723400PE,NIFTY,0,07/04/26,23400,0.05,65,PE,NFO-OPT,NFO
10495490,40998,NIFTY2640726600CE,NIFTY,0,07/04/26,26600,0.05,65,CE,NFO-OPT,NFO
10495746,40999,NIFTY2640726600PE,NIFTY,0,07/04/26,26600,0.05,65,PE,NFO-OPT,NFO
10494978,40996,NIFTY2640726550CE,NIFTY,0,07/04/26,26550,0.05,65,CE,NFO-OPT,NFO
10495234,40997,NIFTY2640726550PE,NIFTY,0,07/04/26,26550,0.05,65,PE,NFO-OPT,NFO
10494466,40994,NIFTY2640726500CE,NIFTY,0,07/04/26,26500,0.05,65,CE,NFO-OPT,NFO
10494722,40995,NIFTY2640726500PE,NIFTY,0,07/04/26,26500,0.05,65,PE,NFO-OPT,NFO
10493954,40992,NIFTY2640726450CE,NIFTY,0,07/04/26,26450,0.05,65,CE,NFO-OPT,NFO
10494210,40993,NIFTY2640726450PE,NIFTY,0,07/04/26,26450,0.05,65,PE,NFO-OPT,NFO
10493442,40990,NIFTY2640726400CE,NIFTY,0,07/04/26,26400,0.05,65,CE,NFO-OPT,NFO
10493698,40991,NIFTY2640726400PE,NIFTY,0,07/04/26,26400,0.05,65,PE,NFO-OPT,NFO
10491906,40984,NIFTY2640726350CE,NIFTY,0,07/04/26,26350,0.05,65,CE,NFO-OPT,NFO
10492162,40985,NIFTY2640726350PE,NIFTY,0,07/04/26,26350,0.05,65,PE,NFO-OPT,NFO
10491394,40982,NIFTY2640726300CE,NIFTY,0,07/04/26,26300,0.05,65,CE,NFO-OPT,NFO
10491650,40983,NIFTY2640726300PE,NIFTY,0,07/04/26,26300,0.05,65,PE,NFO-OPT,NFO
10490882,40980,NIFTY2640726250CE,NIFTY,0,07/04/26,26250,0.05,65,CE,NFO-OPT,NFO
10491138,40981,NIFTY2640726250PE,NIFTY,0,07/04/26,26250,0.05,65,PE,NFO-OPT,NFO
10490370,40978,NIFTY2640726200CE,NIFTY,0,07/04/26,26200,0.05,65,CE,NFO-OPT,NFO
10490626,40979,NIFTY2640726200PE,NIFTY,0,07/04/26,26200,0.05,65,PE,NFO-OPT,NFO
10489858,40976,NIFTY2640726150CE,NIFTY,0,07/04/26,26150,0.05,65,CE,NFO-OPT,NFO
10490114,40977,NIFTY2640726150PE,NIFTY,0,07/04/26,26150,0.05,65,PE,NFO-OPT,NFO
10489346,40974,NIFTY2640726100CE,NIFTY,0,07/04/26,26100,0.05,65,CE,NFO-OPT,NFO
10489602,40975,NIFTY2640726100PE,NIFTY,0,07/04/26,26100,0.05,65,PE,NFO-OPT,NFO
10488834,40972,NIFTY2640726050CE,NIFTY,0,07/04/26,26050,0.05,65,CE,NFO-OPT,NFO
10489090,40973,NIFTY2640726050PE,NIFTY,0,07/04/26,26050,0.05,65,PE,NFO-OPT,NFO
10488322,40970,NIFTY2640726000CE,NIFTY,0,07/04/26,26000,0.05,65,CE,NFO-OPT,NFO
10488578,40971,NIFTY2640726000PE,NIFTY,0,07/04/26,26000,0.05,65,PE,NFO-OPT,NFO
10487554,40967,NIFTY2640725950CE,NIFTY,0,07/04/26,25950,0.05,65,CE,NFO-OPT,NFO
10488066,40969,NIFTY2640725950PE,NIFTY,0,07/04/26,25950,0.05,65,PE,NFO-OPT,NFO
10486530,40963,NIFTY2640725900CE,NIFTY,0,07/04/26,25900,0.05,65,CE,NFO-OPT,NFO
10487298,40966,NIFTY2640725900PE,NIFTY,0,07/04/26,25900,0.05,65,PE,NFO-OPT,NFO
10486018,40961,NIFTY2640725850CE,NIFTY,0,07/04/26,25850,0.05,65,CE,NFO-OPT,NFO
10486274,40962,NIFTY2640725850PE,NIFTY,0,07/04/26,25850,0.05,65,PE,NFO-OPT,NFO
10485506,40959,NIFTY2640725800CE,NIFTY,0,07/04/26,25800,0.05,65,CE,NFO-OPT,NFO
10485762,40960,NIFTY2640725800PE,NIFTY,0,07/04/26,25800,0.05,65,PE,NFO-OPT,NFO
10484226,40954,NIFTY2640725750CE,NIFTY,0,07/04/26,25750,0.05,65,CE,NFO-OPT,NFO
10485250,40958,NIFTY2640725750PE,NIFTY,0,07/04/26,25750,0.05,65,PE,NFO-OPT,NFO
10483202,40950,NIFTY2640725700CE,NIFTY,0,07/04/26,25700,0.05,65,CE,NFO-OPT,NFO
10483970,40953,NIFTY2640725700PE,NIFTY,0,07/04/26,25700,0.05,65,PE,NFO-OPT,NFO
10482690,40948,NIFTY2640725650CE,NIFTY,0,07/04/26,25650,0.05,65,CE,NFO-OPT,NFO
10482946,40949,NIFTY2640725650PE,NIFTY,0,07/04/26,25650,0.05,65,PE,NFO-OPT,NFO
10482178,40946,NIFTY2640725600CE,NIFTY,0,07/04/26,25600,0.05,65,CE,NFO-OPT,NFO
10482434,40947,NIFTY2640725600PE,NIFTY,0,07/04/26,25600,0.05,65,PE,NFO-OPT,NFO
10481154,40942,NIFTY2640725550CE,NIFTY,0,07/04/26,25550,0.05,65,CE,NFO-OPT,NFO
10481410,40943,NIFTY2640725550PE,NIFTY,0,07/04/26,25550,0.05,65,PE,NFO-OPT,NFO
10478338,40931,NIFTY2640725500CE,NIFTY,0,07/04/26,25500,0.05,65,CE,NFO-OPT,NFO
10480898,40941,NIFTY2640725500PE,NIFTY,0,07/04/26,25500,0.05,65,PE,NFO-OPT,NFO
10477058,40926,NIFTY2640725450CE,NIFTY,0,07/04/26,25450,0.05,65,CE,NFO-OPT,NFO
10477314,40927,NIFTY2640725450PE,NIFTY,0,07/04/26,25450,0.05,65,PE,NFO-OPT,NFO
10475522,40920,NIFTY2640725400CE,NIFTY,0,07/04/26,25400,0.05,65,CE,NFO-OPT,NFO
10476802,40925,NIFTY2640725400PE,NIFTY,0,07/04/26,25400,0.05,65,PE,NFO-OPT,NFO
10474498,40916,NIFTY2640725350CE,NIFTY,0,07/04/26,25350,0.05,65,CE,NFO-OPT,NFO
10475266,40919,NIFTY2640725350PE,NIFTY,0,07/04/26,25350,0.05,65,PE,NFO-OPT,NFO
10473986,40914,NIFTY2640725300CE,NIFTY,0,07/04/26,25300,0.05,65,CE,NFO-OPT,NFO
10474242,40915,NIFTY2640725300PE,NIFTY,0,07/04/26,25300,0.05,65,PE,NFO-OPT,NFO
10472962,40910,NIFTY2640725250CE,NIFTY,0,07/04/26,25250,0.05,65,CE,NFO-OPT,NFO
10473730,40913,NIFTY2640725250PE,NIFTY,0,07/04/26,25250,0.05,65,PE,NFO-OPT,NFO
10472450,40908,NIFTY2640725200CE,NIFTY,0,07/04/26,25200,0.05,65,CE,NFO-OPT,NFO
10472706,40909,NIFTY2640725200PE,NIFTY,0,07/04/26,25200,0.05,65,PE,NFO-OPT,NFO
10470914,40902,NIFTY2640725150CE,NIFTY,0,07/04/26,25150,0.05,65,CE,NFO-OPT,NFO
10472194,40907,NIFTY2640725150PE,NIFTY,0,07/04/26,25150,0.05,65,PE,NFO-OPT,NFO
10469378,40896,NIFTY2640725100CE,NIFTY,0,07/04/26,25100,0.05,65,CE,NFO-OPT,NFO
10470658,40901,NIFTY2640725100PE,NIFTY,0,07/04/26,25100,0.05,65,PE,NFO-OPT,NFO
10468866,40894,NIFTY2640725050CE,NIFTY,0,07/04/26,25050,0.05,65,CE,NFO-OPT,NFO
10469122,40895,NIFTY2640725050PE,NIFTY,0,07/04/26,25050,0.05,65,PE,NFO-OPT,NFO
10467842,40890,NIFTY2640725000CE,NIFTY,0,07/04/26,25000,0.05,65,CE,NFO-OPT,NFO
10468610,40893,NIFTY2640725000PE,NIFTY,0,07/04/26,25000,0.05,65,PE,NFO-OPT,NFO
10467330,40888,NIFTY2640724950CE,NIFTY,0,07/04/26,24950,0.05,65,CE,NFO-OPT,NFO
10467586,40889,NIFTY2640724950PE,NIFTY,0,07/04/26,24950,0.05,65,PE,NFO-OPT,NFO
10466306,40884,NIFTY2640724900CE,NIFTY,0,07/04/26,24900,0.05,65,CE,NFO-OPT,NFO
10467074,40887,NIFTY2640724900PE,NIFTY,0,07/04/26,24900,0.05,65,PE,NFO-OPT,NFO
10465794,40882,NIFTY2640724850CE,NIFTY,0,07/04/26,24850,0.05,65,CE,NFO-OPT,NFO
10466050,40883,NIFTY2640724850PE,NIFTY,0,07/04/26,24850,0.05,65,PE,NFO-OPT,NFO
10465282,40880,NIFTY2640724800CE,NIFTY,0,07/04/26,24800,0.05,65,CE,NFO-OPT,NFO
10465538,40881,NIFTY2640724800PE,NIFTY,0,07/04/26,24800,0.05,65,PE,NFO-OPT,NFO
10464770,40878,NIFTY2640724750CE,NIFTY,0,07/04/26,24750,0.05,65,CE,NFO-OPT,NFO
10465026,40879,NIFTY2640724750PE,NIFTY,0,07/04/26,24750,0.05,65,PE,NFO-OPT,NFO
10464258,40876,NIFTY2640724700CE,NIFTY,0,07/04/26,24700,0.05,65,CE,NFO-OPT,NFO
10464514,40877,NIFTY2640724700PE,NIFTY,0,07/04/26,24700,0.05,65,PE,NFO-OPT,NFO
10462722,40870,NIFTY2640724650CE,NIFTY,0,07/04/26,24650,0.05,65,CE,NFO-OPT,NFO
10464002,40875,NIFTY2640724650PE,NIFTY,0,07/04/26,24650,0.05,65,PE,NFO-OPT,NFO
10462210,40868,NIFTY2640724600CE,NIFTY,0,07/04/26,24600,0.05,65,CE,NFO-OPT,NFO
10462466,40869,NIFTY2640724600PE,NIFTY,0,07/04/26,24600,0.05,65,PE,NFO-OPT,NFO
10461698,40866,NIFTY2640724550CE,NIFTY,0,07/04/26,24550,0.05,65,CE,NFO-OPT,NFO
10461954,40867,NIFTY2640724550PE,NIFTY,0,07/04/26,24550,0.05,65,PE,NFO-OPT,NFO
10461186,40864,NIFTY2640724500CE,NIFTY,0,07/04/26,24500,0.05,65,CE,NFO-OPT,NFO
10461442,40865,NIFTY2640724500PE,NIFTY,0,07/04/26,24500,0.05,65,PE,NFO-OPT,NFO
10460674,40862,NIFTY2640724450CE,NIFTY,0,07/04/26,24450,0.05,65,CE,NFO-OPT,NFO
10460930,40863,NIFTY2640724450PE,NIFTY,0,07/04/26,24450,0.05,65,PE,NFO-OPT,NFO
10459650,40858,NIFTY2640724400CE,NIFTY,0,07/04/26,24400,0.05,65,CE,NFO-OPT,NFO
10460418,40861,NIFTY2640724400PE,NIFTY,0,07/04/26,24400,0.05,65,PE,NFO-OPT,NFO
10458114,40852,NIFTY2640724350CE,NIFTY,0,07/04/26,24350,0.05,65,CE,NFO-OPT,NFO
10459394,40857,NIFTY2640724350PE,NIFTY,0,07/04/26,24350,0.05,65,PE,NFO-OPT,NFO
10457602,40850,NIFTY2640724300CE,NIFTY,0,07/04/26,24300,0.05,65,CE,NFO-OPT,NFO
10457858,40851,NIFTY2640724300PE,NIFTY,0,07/04/26,24300,0.05,65,PE,NFO-OPT,NFO
10455554,40842,NIFTY2640724250CE,NIFTY,0,07/04/26,24250,0.05,65,CE,NFO-OPT,NFO
10456834,40847,NIFTY2640724250PE,NIFTY,0,07/04/26,24250,0.05,65,PE,NFO-OPT,NFO
10455042,40840,NIFTY2640724200CE,NIFTY,0,07/04/26,24200,0.05,65,CE,NFO-OPT,NFO
10455298,40841,NIFTY2640724200PE,NIFTY,0,07/04/26,24200,0.05,65,PE,NFO-OPT,NFO
10454530,40838,NIFTY2640724150CE,NIFTY,0,07/04/26,24150,0.05,65,CE,NFO-OPT,NFO
10454786,40839,NIFTY2640724150PE,NIFTY,0,07/04/26,24150,0.05,65,PE,NFO-OPT,NFO
10453250,40833,NIFTY2640724100CE,NIFTY,0,07/04/26,24100,0.05,65,CE,NFO-OPT,NFO
10454274,40837,NIFTY2640724100PE,NIFTY,0,07/04/26,24100,0.05,65,PE,NFO-OPT,NFO
10452482,40830,NIFTY2640724050CE,NIFTY,0,07/04/26,24050,0.05,65,CE,NFO-OPT,NFO
10452994,40832,NIFTY2640724050PE,NIFTY,0,07/04/26,24050,0.05,65,PE,NFO-OPT,NFO
10450946,40824,NIFTY2640724000CE,NIFTY,0,07/04/26,24000,0.05,65,CE,NFO-OPT,NFO
10452226,40829,NIFTY2640724000PE,NIFTY,0,07/04/26,24000,0.05,65,PE,NFO-OPT,NFO
10450434,40822,NIFTY2640723950CE,NIFTY,0,07/04/26,23950,0.05,65,CE,NFO-OPT,NFO
10450690,40823,NIFTY2640723950PE,NIFTY,0,07/04/26,23950,0.05,65,PE,NFO-OPT,NFO
10449922,40820,NIFTY2640723900CE,NIFTY,0,07/04/26,23900,0.05,65,CE,NFO-OPT,NFO
10450178,40821,NIFTY2640723900PE,NIFTY,0,07/04/26,23900,0.05,65,PE,NFO-OPT,NFO
10449410,40818,NIFTY2640723850CE,NIFTY,0,07/04/26,23850,0.05,65,CE,NFO-OPT,NFO
10449666,40819,NIFTY2640723850PE,NIFTY,0,07/04/26,23850,0.05,65,PE,NFO-OPT,NFO
10448898,40816,NIFTY2640723800CE,NIFTY,0,07/04/26,23800,0.05,65,CE,NFO-OPT,NFO
10449154,40817,NIFTY2640723800PE,NIFTY,0,07/04/26,23800,0.05,65,PE,NFO-OPT,NFO
10447106,40809,NIFTY2640723750CE,NIFTY,0,07/04/26,23750,0.05,65,CE,NFO-OPT,NFO
10448386,40814,NIFTY2640723750PE,NIFTY,0,07/04/26,23750,0.05,65,PE,NFO-OPT,NFO
10445826,40804,NIFTY2640723700CE,NIFTY,0,07/04/26,23700,0.05,65,CE,NFO-OPT,NFO
10446338,40806,NIFTY2640723700PE,NIFTY,0,07/04/26,23700,0.05,65,PE,NFO-OPT,NFO
10445314,40802,NIFTY2640723650CE,NIFTY,0,07/04/26,23650,0.05,65,CE,NFO-OPT,NFO
10445570,40803,NIFTY2640723650PE,NIFTY,0,07/04/26,23650,0.05,65,PE,NFO-OPT,NFO
10444802,40800,NIFTY2640723600CE,NIFTY,0,07/04/26,23600,0.05,65,CE,NFO-OPT,NFO
10445058,40801,NIFTY2640723600PE,NIFTY,0,07/04/26,23600,0.05,65,PE,NFO-OPT,NFO
10444290,40798,NIFTY2640723550CE,NIFTY,0,07/04/26,23550,0.05,65,CE,NFO-OPT,NFO
10444546,40799,NIFTY2640723550PE,NIFTY,0,07/04/26,23550,0.05,65,PE,NFO-OPT,NFO
10443778,40796,NIFTY2640723500CE,NIFTY,0,07/04/26,23500,0.05,65,CE,NFO-OPT,NFO
10444034,40797,NIFTY2640723500PE,NIFTY,0,07/04/26,23500,0.05,65,PE,NFO-OPT,NFO
10442754,40792,NIFTY2640723450CE,NIFTY,0,07/04/26,23450,0.05,65,CE,NFO-OPT,NFO
10443522,40795,NIFTY2640723450PE,NIFTY,0,07/04/26,23450,0.05,65,PE,NFO-OPT,NFO
10442242,40790,NIFTY2640723400CE,NIFTY,0,07/04/26,23400,0.05,65,CE,NFO-OPT,NFO
10428930,40738,NIFTY2640722600CE,NIFTY,0,07/04/26,22600,0.05,65,CE,NFO-OPT,NFO
10429186,40739,NIFTY2640722600PE,NIFTY,0,07/04/26,22600,0.05,65,PE,NFO-OPT,NFO
10428418,40736,NIFTY2640722550CE,NIFTY,0,07/04/26,22550,0.05,65,CE,NFO-OPT,NFO
10428674,40737,NIFTY2640722550PE,NIFTY,0,07/04/26,22550,0.05,65,PE,NFO-OPT,NFO
10427394,40732,NIFTY2640722500CE,NIFTY,0,07/04/26,22500,0.05,65,CE,NFO-OPT,NFO
10428162,40735,NIFTY2640722500PE,NIFTY,0,07/04/26,22500,0.05,65,PE,NFO-OPT,NFO
10426882,40730,NIFTY2640722450CE,NIFTY,0,07/04/26,22450,0.05,65,CE,NFO-OPT,NFO
10427138,40731,NIFTY2640722450PE,NIFTY,0,07/04/26,22450,0.05,65,PE,NFO-OPT,NFO
10426370,40728,NIFTY2640722400CE,NIFTY,0,07/04/26,22400,0.05,65,CE,NFO-OPT,NFO
10426626,40729,NIFTY2640722400PE,NIFTY,0,07/04/26,22400,0.05,65,PE,NFO-OPT,NFO
10425858,40726,NIFTY2640722350CE,NIFTY,0,07/04/26,22350,0.05,65,CE,NFO-OPT,NFO
10426114,40727,NIFTY2640722350PE,NIFTY,0,07/04/26,22350,0.05,65,PE,NFO-OPT,NFO
10425346,40724,NIFTY2640722300CE,NIFTY,0,07/04/26,22300,0.05,65,CE,NFO-OPT,NFO
10425602,40725,NIFTY2640722300PE,NIFTY,0,07/04/26,22300,0.05,65,PE,NFO-OPT,NFO
10423810,40718,NIFTY2640722250CE,NIFTY,0,07/04/26,22250,0.05,65,CE,NFO-OPT,NFO
10425090,40723,NIFTY2640722250PE,NIFTY,0,07/04/26,22250,0.05,65,PE,NFO-OPT,NFO
10422786,40714,NIFTY2640722200CE,NIFTY,0,07/04/26,22200,0.05,65,CE,NFO-OPT,NFO
10423554,40717,NIFTY2640722200PE,NIFTY,0,07/04/26,22200,0.05,65,PE,NFO-OPT,NFO
10420994,40707,NIFTY2640722150CE,NIFTY,0,07/04/26,22150,0.05,65,CE,NFO-OPT,NFO
10421250,40708,NIFTY2640722150PE,NIFTY,0,07/04/26,22150,0.05,65,PE,NFO-OPT,NFO
10420482,40705,NIFTY2640722100CE,NIFTY,0,07/04/26,22100,0.05,65,CE,NFO-OPT,NFO
10420738,40706,NIFTY2640722100PE,NIFTY,0,07/04/26,22100,0.05,65,PE,NFO-OPT,NFO
10419970,40703,NIFTY2640722050CE,NIFTY,0,07/04/26,22050,0.05,65,CE,NFO-OPT,NFO
10420226,40704,NIFTY2640722050PE,NIFTY,0,07/04/26,22050,0.05,65,PE,NFO-OPT,NFO
10419202,40700,NIFTY2640722000CE,NIFTY,0,07/04/26,22000,0.05,65,CE,NFO-OPT,NFO
10419458,40701,NIFTY2640722000PE,NIFTY,0,07/04/26,22000,0.05,65,PE,NFO-OPT,NFO
10418690,40698,NIFTY2640721950CE,NIFTY,0,07/04/26,21950,0.05,65,CE,NFO-OPT,NFO
10418946,40699,NIFTY2640721950PE,NIFTY,0,07/04/26,21950,0.05,65,PE,NFO-OPT,NFO
10418178,40696,NIFTY2640721900CE,NIFTY,0,07/04/26,21900,0.05,65,CE,NFO-OPT,NFO
10418434,40697,NIFTY2640721900PE,NIFTY,0,07/04/26,21900,0.05,65,PE,NFO-OPT,NFO
10417666,40694,NIFTY2640721850CE,NIFTY,0,07/04/26,21850,0.05,65,CE,NFO-OPT,NFO
10417922,40695,NIFTY2640721850PE,NIFTY,0,07/04/26,21850,0.05,65,PE,NFO-OPT,NFO
10417154,40692,NIFTY2640721800CE,NIFTY,0,07/04/26,21800,0.05,65,CE,NFO-OPT,NFO
10417410,40693,NIFTY2640721800PE,NIFTY,0,07/04/26,21800,0.05,65,PE,NFO-OPT,NFO
10416642,40690,NIFTY2640721750CE,NIFTY,0,07/04/26,21750,0.05,65,CE,NFO-OPT,NFO
10416898,40691,NIFTY2640721750PE,NIFTY,0,07/04/26,21750,0.05,65,PE,NFO-OPT,NFO
10416130,40688,NIFTY2640721700CE,NIFTY,0,07/04/26,21700,0.05,65,CE,NFO-OPT,NFO
10416386,40689,NIFTY2640721700PE,NIFTY,0,07/04/26,21700,0.05,65,PE,NFO-OPT,NFO
10415106,40684,NIFTY2640721650CE,NIFTY,0,07/04/26,21650,0.05,65,CE,NFO-OPT,NFO
10415874,40687,NIFTY2640721650PE,NIFTY,0,07/04/26,21650,0.05,65,PE,NFO-OPT,NFO
10414594,40682,NIFTY2640721600CE,NIFTY,0,07/04/26,21600,0.05,65,CE,NFO-OPT,NFO
10414850,40683,NIFTY2640721600PE,NIFTY,0,07/04/26,21600,0.05,65,PE,NFO-OPT,NFO
10414082,40680,NIFTY2640721550CE,NIFTY,0,07/04/26,21550,0.05,65,CE,NFO-OPT,NFO
10414338,40681,NIFTY2640721550PE,NIFTY,0,07/04/26,21550,0.05,65,PE,NFO-OPT,NFO
10413570,40678,NIFTY2640721500CE,NIFTY,0,07/04/26,21500,0.05,65,CE,NFO-OPT,NFO
10413826,40679,NIFTY2640721500PE,NIFTY,0,07/04/26,21500,0.05,65,PE,NFO-OPT,NFO
10411010,40668,NIFTY2640721450CE,NIFTY,0,07/04/26,21450,0.05,65,CE,NFO-OPT,NFO
10413314,40677,NIFTY2640721450PE,NIFTY,0,07/04/26,21450,0.05,65,PE,NFO-OPT,NFO
10409986,40664,NIFTY2640721400CE,NIFTY,0,07/04/26,21400,0.05,65,CE,NFO-OPT,NFO
10410754,40667,NIFTY2640721400PE,NIFTY,0,07/04/26,21400,0.05,65,PE,NFO-OPT,NFO
10409474,40662,NIFTY2640721350CE,NIFTY,0,07/04/26,21350,0.05,65,CE,NFO-OPT,NFO
10409730,40663,NIFTY2640721350PE,NIFTY,0,07/04/26,21350,0.05,65,PE,NFO-OPT,NFO
10408962,40660,NIFTY2640721300CE,NIFTY,0,07/04/26,21300,0.05,65,CE,NFO-OPT,NFO
10409218,40661,NIFTY2640721300PE,NIFTY,0,07/04/26,21300,0.05,65,PE,NFO-OPT,NFO
10407938,40656,NIFTY2640721250CE,NIFTY,0,07/04/26,21250,0.05,65,CE,NFO-OPT,NFO
10408706,40659,NIFTY2640721250PE,NIFTY,0,07/04/26,21250,0.05,65,PE,NFO-OPT,NFO
10406914,40652,NIFTY2640721200CE,NIFTY,0,07/04/26,21200,0.05,65,CE,NFO-OPT,NFO
10407682,40655,NIFTY2640721200PE,NIFTY,0,07/04/26,21200,0.05,65,PE,NFO-OPT,NFO
10405890,40648,NIFTY2640721150CE,NIFTY,0,07/04/26,21150,0.05,65,CE,NFO-OPT,NFO
10406658,40651,NIFTY2640721150PE,NIFTY,0,07/04/26,21150,0.05,65,PE,NFO-OPT,NFO
10404866,40644,NIFTY2640721100CE,NIFTY,0,07/04/26,21100,0.05,65,CE,NFO-OPT,NFO
10405634,40647,NIFTY2640721100PE,NIFTY,0,07/04/26,21100,0.05,65,PE,NFO-OPT,NFO
10404354,40642,NIFTY2640721050CE,NIFTY,0,07/04/26,21050,0.05,65,CE,NFO-OPT,NFO
10404610,40643,NIFTY2640721050PE,NIFTY,0,07/04/26,21050,0.05,65,PE,NFO-OPT,NFO
10403842,40640,NIFTY2640721000CE,NIFTY,0,07/04/26,21000,0.05,65,CE,NFO-OPT,NFO
10404098,40641,NIFTY2640721000PE,NIFTY,0,07/04/26,21000,0.05,65,PE,NFO-OPT,NFO
10403330,40638,NIFTY2640720950CE,NIFTY,0,07/04/26,20950,0.05,65,CE,NFO-OPT,NFO
10403586,40639,NIFTY2640720950PE,NIFTY,0,07/04/26,20950,0.05,65,PE,NFO-OPT,NFO
10401794,40632,NIFTY2640720900CE,NIFTY,0,07/04/26,20900,0.05,65,CE,NFO-OPT,NFO
10403074,40637,NIFTY2640720900PE,NIFTY,0,07/04/26,20900,0.05,65,PE,NFO-OPT,NFO
10400258,40626,NIFTY2640720850CE,NIFTY,0,07/04/26,20850,0.05,65,CE,NFO-OPT,NFO
10401538,40631,NIFTY2640720850PE,NIFTY,0,07/04/26,20850,0.05,65,PE,NFO-OPT,NFO
17270786,67464,BANKNIFTY26APR53500CE,BANKNIFTY,0,28/04/26,53500,0.05,30,CE,NFO-OPT,NFO
17271042,67465,BANKNIFTY26APR53500PE,BANKNIFTY,0,28/04/26,53500,0.05,30,PE,NFO-OPT,NFO
17270274,67462,BANKNIFTY26APR53400CE,BANKNIFTY,0,28/04/26,53400,0.05,30,CE,NFO-OPT,NFO
17270530,67463,BANKNIFTY26APR53400PE,BANKNIFTY,0,28/04/26,53400,0.05,30,PE,NFO-OPT,NFO
17271298,67466,BANKNIFTY26APR53600CE,BANKNIFTY,0,28/04/26,53600,0.05,30,CE,NFO-OPT,NFO
17271554,67467,BANKNIFTY26APR53600PE,BANKNIFTY,0,28/04/26,53600,0.05,30,PE,NFO-OPT,NFO
17269762,67460,BANKNIFTY26APR53300CE,BANKNIFTY,0,28/04/26,53300,0.05,30,CE,NFO-OPT,NFO
17270018,67461,BANKNIFTY26APR53300PE,BANKNIFTY,0,28/04/26,53300,0.05,30,PE,NFO-OPT,NFO
17271810,67468,BANKNIFTY26APR53700CE,BANKNIFTY,0,28/04/26,53700,0.05,30,CE,NFO-OPT,NFO
17272066,67469,BANKNIFTY26APR53700PE,BANKNIFTY,0,28/04/26,53700,0.05,30,PE,NFO-OPT,NFO
17269250,67458,BANKNIFTY26APR53200CE,BANKNIFTY,0,28/04/26,53200,0.05,30,CE,NFO-OPT,NFO
17269506,67459,BANKNIFTY26APR53200PE,BANKNIFTY,0,28/04/26,53200,0.05,30,PE,NFO-OPT,NFO
17272322,67470,BANKNIFTY26APR53800CE,BANKNIFTY,0,28/04/26,53800,0.05,30,CE,NFO-OPT,NFO
17272578,67471,BANKNIFTY26APR53800PE,BANKNIFTY,0,28/04/26,53800,0.05,30,PE,NFO-OPT,NFO
17268738,67456,BANKNIFTY26APR53100CE,BANKNIFTY,0,28/04/26,53100,0.05,30,CE,NFO-OPT,NFO
17268994,67457,BANKNIFTY26APR53100PE,BANKNIFTY,0,28/04/26,53100,0.05,30,PE,NFO-OPT,NFO
17272834,67472,BANKNIFTY26APR53900CE,BANKNIFTY,0,28/04/26,53900,0.05,30,CE,NFO-OPT,NFO
17273090,67473,BANKNIFTY26APR53900PE,BANKNIFTY,0,28/04/26,53900,0.05,30,PE,NFO-OPT,NFO
17268226,67454,BANKNIFTY26APR53000CE,BANKNIFTY,0,28/04/26,53000,0.05,30,CE,NFO-OPT,NFO
17268482,67455,BANKNIFTY26APR53000PE,BANKNIFTY,0,28/04/26,53000,0.05,30,PE,NFO-OPT,NFO
17273346,67474,BANKNIFTY26APR54000CE,BANKNIFTY,0,28/04/26,54000,0.05,30,CE,NFO-OPT,NFO
17273602,67475,BANKNIFTY26APR54000PE,BANKNIFTY,0,28/04/26,54000,0.05,30,PE,NFO-OPT,NFO
17267714,67452,BANKNIFTY26APR52900CE,BANKNIFTY,0,28/04/26,52900,0.05,30,CE,NFO-OPT,NFO
17267970,67453,BANKNIFTY26APR52900PE,BANKNIFTY,0,28/04/26,52900,0.05,30,PE,NFO-OPT,NFO
17273858,67476,BANKNIFTY26APR54100CE,BANKNIFTY,0,28/04/26,54100,0.05,30,CE,NFO-OPT,NFO
17274114,67477,BANKNIFTY26APR54100PE,BANKNIFTY,0,28/04/26,54100,0.05,30,PE,NFO-OPT,NFO
17267202,67450,BANKNIFTY26APR52800CE,BANKNIFTY,0,28/04/26,52800,0.05,30,CE,NFO-OPT,NFO
17267458,67451,BANKNIFTY26APR52800PE,BANKNIFTY,0,28/04/26,52800,0.05,30,PE,NFO-OPT,NFO
17274370,67478,BANKNIFTY26APR54200CE,BANKNIFTY,0,28/04/26,54200,0.05,30,CE,NFO-OPT,NFO
17274626,67479,BANKNIFTY26APR54200PE,BANKNIFTY,0,28/04/26,54200,0.05,30,PE,NFO-OPT,NFO
17275138,67481,BANKNIFTY26APR54300PE,BANKNIFTY,0,28/04/26,54300,0.05,30,PE,NFO-OPT,NFO
17489922,68320,BANKNIFTY26APR69000CE,BANKNIFTY,0,28/04/26,69000,0.05,30,CE,NFO-OPT,NFO
17490690,68323,BANKNIFTY26APR69000PE,BANKNIFTY,0,28/04/26,69000,0.05,30,PE,NFO-OPT,NFO
